dispute_id,true_category,expected_outcome,action,action_reason,outcome,final_score,suspicion_score,verdict
D-002284,NR-01,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.225,0.0,deferred
D-002285,NR-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.58,0.0,correct
D-002286,QD-05,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-002287,NR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.18,0.0,deferred
D-002288,NR-05,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.235,0.0,correct
D-002289,NR-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.58,0.0,correct
D-002290,SP-06,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.007,0.0,deferred
D-002291,BA-08,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.115,0.0,deferred
D-002292,BA-06,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.6,0.0,correct
D-002293,NR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-002294,BA-07,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.6,0.0,correct
D-002295,BA-05,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-002296,NR-01,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.225,0.55,correct
D-002297,SP-06,favor_merchant,escalate_to_analyst,integrity_signals_detected,escalate,-0.243,0.8,deferred
D-002298,CR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-002299,BA-08,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.13,0.0,deferred
D-002300,BA-02,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.1,0.0,correct
D-002301,SP-02,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.11,0.0,correct
D-002302,NR-03,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.387,0.0,correct
D-002303,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-002304,SP-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.1,0.0,deferred
D-002305,AR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-002306,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.637,0.0,correct
D-002307,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-002308,CR-02,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.5,0.0,correct
D-002309,QD-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.038,0.0,deferred
D-002310,SP-08,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.65,0.0,correct
D-002311,BA-04,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.07,0.0,correct
D-002312,BA-01,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.72,0.55,correct
D-002313,SP-06,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.243,0.0,deferred
D-002314,BA-02,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.6,0.6,deferred
D-002315,SP-04,escalate,auto_approve,compliance_override,favor_cardholder,0.075,0.0,correct
D-002316,QD-01,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.054,0.0,deferred
D-002317,BA-02,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.6,0.0,correct
D-002318,CR-03,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.5,0.0,correct
D-002319,CR-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.205,0.0,deferred
D-002320,QD-05,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.024,0.0,deferred
D-002321,SP-02,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.11,0.0,deferred
D-002322,NR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-002323,NR-01,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.055,0.0,correct
D-002324,QD-02,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.089,0.0,correct
D-002325,CR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-002326,BA-07,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.03,0.0,deferred
D-002327,AR-01,escalate,escalate_to_analyst,integrity_signals_detected,escalate,-0.053,0.625,correct
D-002328,QD-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.449,0.0,deferred
D-002329,QD-06,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.141,0.0,correct
D-002330,CR-04,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.071,0.0,deferred
D-002331,AR-01,favor_merchant,escalate_to_analyst,integrity_signals_detected,escalate,-0.053,0.6,deferred
D-002332,QD-02,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.449,0.0,correct
D-002333,NR-01,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.24,0.0,deferred
D-002334,NR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-002335,CR-01,escalate,auto_approve,compliance_override,favor_cardholder,0.205,0.0,correct
D-002336,AR-01,favor_cardholder,auto_approve,compliance_override,favor_cardholder,-0.053,0.0,correct
D-002337,QD-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.449,0.0,deferred
D-002338,CR-04,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.132,0.0,deferred
D-002339,BA-03,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-002340,BA-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.335,0.0,correct
D-002341,NR-03,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.387,0.0,correct
D-002342,CR-06,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-002343,BA-04,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.19,0.0,correct
D-002344,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.644,0.0,correct
D-002345,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-002346,SP-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.095,0.0,deferred
D-002347,BA-04,favor_merchant,auto_deny,compliance_override,favor_merchant,0.07,0.0,correct
D-002348,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-002349,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-002350,NR-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.387,0.0,deferred
D-002351,CR-05,escalate,escalate_to_analyst,integrity_signals_detected,escalate,-0.103,0.667,correct
D-002352,CR-01,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.302,0.0,correct
D-002353,SP-08,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.65,0.0,correct
D-002354,AR-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,-0.03,0.0,correct
D-002355,CR-03,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.5,0.0,correct
D-002356,AR-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.158,0.0,deferred
D-002357,CR-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.003,0.0,deferred
D-002358,AR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-002359,NR-05,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-002360,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.499,0.0,correct
D-002361,BA-01,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.335,0.6,correct
D-002362,CR-03,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-002363,BA-08,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.13,0.0,correct
D-002364,CR-04,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.071,0.0,deferred
D-002365,NR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-002366,BA-02,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.6,0.0,correct
D-002367,QD-05,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.031,0.0,deferred
D-002368,BA-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.32,0.0,correct
D-002369,CR-03,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.5,0.0,correct
D-002370,BA-01,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.335,0.0,correct
D-002371,CR-05,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-002372,SP-03,escalate,escalate_to_analyst,integrity_signals_detected,escalate,-0.14,0.8,correct
D-002373,NR-01,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.45,0.0,correct
D-002374,AR-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-002375,CR-04,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.071,0.0,deferred
D-002376,AR-03,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.087,0.0,deferred
D-002377,NR-01,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.213,0.0,deferred
D-002378,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-002379,CR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-002380,CR-06,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.07,0.0,deferred
D-002381,QD-01,favor_merchant,escalate_to_analyst,integrity_signals_detected,escalate,-0.046,0.6,deferred
D-002382,BA-05,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.215,0.0,correct
D-002383,BA-01,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.332,0.0,correct
D-002384,BA-04,favor_merchant,auto_deny,compliance_override,favor_merchant,0.19,0.0,correct
D-002385,QD-03,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.03,0.0,deferred
D-002386,AR-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.158,0.0,deferred
D-002387,BA-01,favor_merchant,escalate_to_analyst,integrity_signals_detected,escalate,-0.347,0.8,deferred
D-002388,SP-08,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.65,0.0,correct
D-002389,AR-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.158,0.0,deferred
D-002390,AR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.053,0.0,deferred
D-002391,NR-01,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.38,0.0,correct
D-002392,BA-04,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.205,0.0,deferred
D-002393,SP-03,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.124,0.0,deferred
D-002394,NR-04,favor_merchant,auto_approve,compliance_override,favor_cardholder,-0.62,0.0,correct
D-002395,NR-03,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.38,0.0,deferred
D-002396,QD-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.046,0.0,deferred
D-002397,SP-05,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,-0.1,0.0,deferred
D-002398,SP-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,deferred
D-002399,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.637,0.0,correct
D-002400,CR-03,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.62,0.6,deferred
D-002401,QD-05,favor_cardholder,escalate_to_analyst,integrity_signals_detected,escalate,0.135,0.7,deferred
D-002402,CR-01,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.19,0.0,deferred
D-002403,QD-02,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.449,0.0,deferred
D-002404,QD-03,favor_merchant,escalate_to_analyst,integrity_signals_detected,escalate,-0.1,0.6,deferred
D-002405,NR-01,escalate,escalate_to_analyst,integrity_signals_detected,escalate,0.158,0.65,correct
D-002406,QD-05,escalate,auto_approve,compliance_override,favor_cardholder,0.168,0.0,correct
D-002407,BA-08,escalate,escalate_to_analyst,integrity_signals_detected,escalate,-0.13,0.55,correct
D-002408,NR-01,favor_merchant,escalate_to_analyst,integrity_signals_detected,escalate,-0.198,0.7,deferred
D-002409,CR-01,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.182,0.0,deferred
D-002410,QD-01,favor_merchant,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.114,0.0,deferred
D-002411,SP-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,-0.1,0.0,deferred
D-002412,NR-05,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.387,0.0,deferred
D-002413,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-002414,NR-02,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-002415,BA-05,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-002416,SP-08,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.65,0.0,correct
D-002417,CR-03,escalate,auto_approve,compliance_override,favor_cardholder,-0.06,0.7,correct
D-002418,NR-01,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.38,0.0,deferred
D-002419,BA-02,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-002420,NR-03,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.402,0.0,deferred
D-002421,CR-03,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.5,0.0,correct
D-002422,NR-04,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.135,0.0,correct
D-002423,BA-01,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.347,0.0,correct
D-002424,BA-06,escalate,escalate_to_analyst,integrity_signals_detected,escalate,-0.126,0.667,correct
D-002425,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.5,correct
D-002426,CR-04,favor_cardholder,request_more_evidence,insufficient_evidence,inconclusive,0.071,0.0,deferred
D-002427,BA-02,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-002428,QD-02,escalate,request_more_evidence,insufficient_evidence,inconclusive,0.329,0.0,correct
D-002429,QD-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.046,0.0,deferred
D-002430,AR-03,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.135,0.8,correct
D-002431,CR-01,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.182,0.0,deferred
D-002432,BA-01,favor_cardholder,auto_approve,strong_evidence_for_cardholder,favor_cardholder,0.72,0.0,correct
D-002433,BA-01,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.72,0.0,correct
D-002434,QD-03,favor_cardholder,escalate_to_analyst,evidence_inconclusive_human_review,escalate,0.01,0.0,deferred
D-002435,QD-01,favor_cardholder,auto_approve,compliance_override,favor_cardholder,0.637,0.0,correct
D-002436,CR-06,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.45,0.0,correct
D-002437,NR-05,escalate,escalate_to_analyst,evidence_inconclusive_human_review,escalate,-0.062,0.0,correct
D-002438,BA-04,escalate,auto_deny,compliance_override,favor_merchant,0.135,0.6,correct
D-002439,NR-03,favor_merchant,request_more_evidence,insufficient_evidence,inconclusive,0.365,0.0,deferred
D-002440,BA-04,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.55,0.0,correct
D-002441,QD-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.637,0.0,correct
D-002442,CR-01,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.318,0.0,correct
D-002443,SP-03,escalate,escalate_to_analyst,integrity_signals_detected,escalate,-0.124,0.6,correct
D-002444,CR-05,favor_cardholder,auto_approve,evidence_favors_cardholder,favor_cardholder,0.62,0.0,correct
D-002445,SP-08,favor_merchant,represent_chargeback,evidence_favors_merchant,favor_merchant,-0.6,0.0,correct
